domain	bias_rating	category	mbfc_ideo	ave_m	ave_m_log10
libertytalk.fm	far right	fake-news	1.0	1876.0	3.273464272621346
en.bbarta24.net	left-center	fake-news	-1.0	1680.0	3.225567713439471
carriagetownenews.com	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
redwoodfallsgazette.com	least biased	center	0.0	1666.666666666667	3.222109248163747
dailycomet.com	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
airdrieecho.com	right-center	right-center	1.0	1666.666666666667	3.222109248163747
couriernews.com	right-center	right-center	1.0	1666.666666666667	3.222109248163747
chemainusvalleycourier.ca	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
thedailycitizen.com	right-center	right-center	1.0	1666.666666666667	3.222109248163747
cheboygannews.com	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
dailyadvocate.com	right-center	right-center	1.0	1666.666666666667	3.222109248163747
chillicothenews.com	least biased	center	0.0	1666.666666666667	3.222109248163747
cctimesdemocrat.com	least biased	center	0.0	1666.666666666667	3.222109248163747
sooeveningnews.com	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
claremoreprogress.com	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
wvasfm.org	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
beatricedailysun.com	least biased	center	0.0	1666.666666666667	3.222109248163747
carboncountynews.com	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
kasu.org	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
kawc.org	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
redriverradio.org	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
wlrh.org	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
sleepyeyenews.com	least biased	center	0.0	1666.666666666667	3.222109248163747
lajuntatribunedemocrat.com	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
publicnewsservice.org	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
granitefallsnews.com	least biased	center	0.0	1666.666666666667	3.222109248163747
reporter.net	left-center	leftcenter	-1.0	1666.666666666667	3.222109248163747
theamericancause.org	right	right	1.0	1666.0	3.2219355998280053
profam.org	extreme right	fake-news	1.0	1666.0	3.2219355998280053
al-sura.com	left-center	leftcenter	-1.0	1666.0	3.2219355998280053
factcheckingturkey.com	right	fake-news	1.0	1666.0	3.2219355998280053
muncievoice.com	left	left	-1.0	1666.0	3.2219355998280053
modernliberals.com		left	-1.0	1666.0	3.2219355998280053
federalistpress.com	right	fake-news	1.0	1666.0	3.2219355998280053
leftjustified.com	left-center	leftcenter	-1.0	1666.0	3.2219355998280053
libertynews.com	right	fake-news	1.0	1666.0	3.2219355998280053
washingtonsources.org	left-center	fake-news	-1.0	1666.0	3.2219355998280053
sciencedebate.org		center	0.0	1666.0	3.2219355998280053
freetelegraph.com	right	fake-news	1.0	1666.0	3.2219355998280053
g-a-i.org	right	right	1.0	1666.0	3.2219355998280053
australiannationalreview.com	right conspiracy	conspiracy	1.0	1666.0	3.2219355998280053
citizencritics.org	left	left	-1.0	1666.0	3.2219355998280053
thisisthezerohour.com	left	left	-1.0	1666.0	3.2219355998280053
theproudliberal.org	left	fake-news	-1.0	1666.0	3.2219355998280053
americanprinciplesproject.org	extreme right	fake-news	1.0	1666.0	3.2219355998280053
thedailyliberator.com		right	1.0	1666.0	3.2219355998280053
conservativetoday.com		right	1.0	1666.0	3.2219355998280053
mediafactwatch.com	far right conspiracy-pseusdoscience	conspiracy	1.0	1666.0	3.2219355998280053
newsheist.com	extreme right	fake-news	1.0	1666.0	3.2219355998280053
remingtonresearchgroup.com	right-center	right-center	1.0	1666.0	3.2219355998280053
usasupreme.com	extreme right	fake-news	1.0	1666.0	3.2219355998280053
inequalitymedia.org	left	left	-1.0	1666.0	3.2219355998280053
regated.com		right	1.0	1666.0	3.2219355998280053
populistwire.com		right	1.0	1666.0	3.2219355998280053
thedcpatriot.com	extreme right	fake-news	1.0	1000.0	3.0
thebeardedpatriot.com	far right	fake-news	1.0	1000.0	3.0
24ur.com	least biased	center	0.0		
audacy.com/1010wins	least biased	center	0.0		
join1440.com	least biased	center	0.0		
agdaily.com	least biased	center	0.0		
afp.com/en/home	least biased	center	0.0		
agerpres.ro/english	least biased	center	0.0		
alabamanow.com	least biased	center	0.0		
ad.nl	least biased	center	0.0		
alloaadvertiser.com	least biased	center	0.0		
news.amomama.com	least biased	center	0.0		
andoveradvertiser.co.uk	least biased	center	0.0		
mlive.com/ann-arbor	least biased	center	0.0		
ardrossanherald.com	least biased	center	0.0		
arenacindependent.com	least biased	center	0.0		
arirang.com	least biased	center	0.0		
asiatimes.com	least biased	center	0.0		
athensmessenger.com	least biased	center	0.0		
avenuenews.com	least biased	center	0.0		
ayradvertiser.com	least biased	center	0.0		
babnet.net	least biased	center	0.0		
ballot-access.org	least biased	center	0.0		
ballotpedia.org/main_page	least biased	center	0.0		
barrheadnews.com	least biased	center	0.0		
barryanddistrictnews.co.uk	least biased	center	0.0		
basingstokegazette.co.uk	least biased	center	0.0		
mlive.com/saginaw-bay-city	least biased	center	0.0		
bestlifeonline.com	least biased	center	0.0		
bicesteradvertiser.net	least biased	center	0.0		
bigcountry995.com	least biased	center	0.0		
bignewsnetwork.com	least biased	center	0.0		
biography.com	least biased	center	0.0		
bocapost.com	least biased	center	0.0		
bonnersferryherald.com	least biased	center	0.0		
bordercountiesadvertizer.co.uk	least biased	center	0.0		
borderreport.com	least biased	center	0.0		
bordertelegraph.com	least biased	center	0.0		
borehamwoodtimes.co.uk	least biased	center	0.0		
bournemouthecho.co.uk	least biased	center	0.0		
bracknellnews.co.uk	least biased	center	0.0		
thetelegraphandargus.co.uk	least biased	center	0.0		
braintreeandwithamtimes.co.uk	least biased	center	0.0		
brentwoodlive.co.uk	least biased	center	0.0		
bridgwatermercury.co.uk	least biased	center	0.0		
bridportnews.co.uk	least biased	center	0.0		
bromsgroveadvertiser.co.uk	least biased	center	0.0		
thebuffalocentertribune.com	least biased	center	0.0		
shawlocal.com/bureau-county-republican	least biased	center	0.0		
burnhamandhighbridgeweeklynews.co.uk	least biased	center	0.0		
burytimes.co.uk	least biased	center	0.0		
butlercountytribune.com	least biased	center	0.0		
calmarcourier.com	least biased	center	0.0		
somdnews.com/recorder	least biased	center	0.0		
cpac.ca/en	least biased	center	0.0		
capecoralbreeze.com	least biased	center	0.0		
carrollconews.com	least biased	center	0.0		
tucsonlocalmedia.com/foothillsnews	least biased	center	0.0		
philadelphia.cbslocal.com	least biased	center	0.0		
centralfifetimes.com	least biased	center	0.0		
myeasternshoremd.com/qa/record_observer	left-center	center	-1.0		
chandlernews.com	least biased	center	0.0		
postregister.com/messenger	least biased	center	0.0		
channelnewsasia.com	least biased	center	0.0		
chardandilminsternews.co.uk	least biased	center	0.0		
chathamhouse.org	least biased	center	0.0		
thelandmark.com	least biased	center	0.0		
chelmsfordweeklynews.co.uk	least biased	center	0.0		
chesterstandard.co.uk	least biased	center	0.0		
calgary.citynews.ca	least biased	center	0.0		
edmonton.citynews.ca	least biased	center	0.0		
halifax.citynews.ca	least biased	center	0.0		
kitchener.citynews.ca	least biased	center	0.0		
montreal.citynews.ca	least biased	center	0.0		
ottawa.citynews.ca	least biased	center	0.0		
toronto.citynews.ca	least biased	center	0.0		
vancouver.citynews.ca	least biased	center	0.0		
winnipeg.citynews.ca	least biased	center	0.0		
clactonandfrintongazette.co.uk	least biased	center	0.0		
clarindaherald.com	least biased	center	0.0		
claytodayonline.com	least biased	center	0.0		
claytonrecord.com	least biased	center	0.0		
clreporter.com	least biased	center	0.0		
clydebankpost.co.uk	least biased	center	0.0		
communityimpact.com	least biased	center	0.0		
comparitech.com	least biased	center	0.0		
cookcountynews-herald.com	least biased	center	0.0		
cotswoldjournal.co.uk	least biased	center	0.0		
corriere.it	least biased	center	0.0		
coronavirus.gov	least biased	center	0.0		
countable.com	least biased	center	0.0		
countryliving.com	least biased	center	0.0		
courttv.com	least biased	center	0.0		
covidtracking.com	least biased	center	0.0		
crainscleveland.com	least biased	center	0.0		
cravenherald.co.uk	least biased	center	0.0		
crestonnews.com	least biased	center	0.0		
starexponent.com	least biased	center	0.0		
cumnockchronicle.com	least biased	center	0.0		
dccircuitbreaker.org	least biased	center	0.0		
law.com/dailybusinessreview	least biased	center	0.0		
shawlocal.com/daily-chronicle	least biased	center	0.0		
delawarelive.com	least biased	center	0.0		
dbrnews.com	least biased	center	0.0		
standaard.be	least biased	center	0.0		
detik.com	least biased	center	0.0		
digi24.ro	least biased	center	0.0		
dorsetecho.co.uk	least biased	center	0.0		
dpa.com	least biased	center	0.0		
ladowntownnews.com	least biased	center	0.0		
dudleynews.co.uk	least biased	center	0.0		
dumbartonreporter.co.uk	least biased	center	0.0		
theeaglegroveeagle.com	least biased	center	0.0		
yourobserver.com/east-county	least biased	center	0.0		
edp24.co.uk	least biased	center	0.0		
eatthis.com	least biased	center	0.0		
shawlocal.com	least biased	center	0.0		
eldoranewspapers.com	least biased	center	0.0		
elnuevodia.com/english	least biased	center	0.0		
yoursun.com/englewood	least biased	center	0.0		
echo-news.co.uk	least biased	center	0.0		
mlive.com/flint	least biased	center	0.0		
floridapolitics.com	least biased	center	0.0		
shawlocal.com/ogle-county-news	least biased	center	0.0		
ftleavenworthlamp.com	least biased	center	0.0		
france24.com/en	least biased	center	0.0		
thefranklinnewspost.com	least biased	center	0.0		
advocate-news.com	least biased	center	0.0		
news.gallup.com	least biased	center	0.0		
garnerleader.com	least biased	center	0.0		
gilbertsunnews.com	least biased	center	0.0		
sun-courier.com	least biased	center	0.0		
gladstonedispatch.com	least biased	center	0.0		
glendalestar.com	least biased	center	0.0		
globalsecurity.org	least biased	center	0.0		
thegraftonnews.com	least biased	center	0.0		
graydc.com	least biased	center	0.0		
ground.news	least biased	center	0.0		
presstelegram.com/the-grunion	least biased	center	0.0		
news.ycombinator.com	least biased	center	0.0		
hiawathaworldonline.com	least biased	center	0.0		
hamburgreporter.com	least biased	center	0.0		
hamptonchronicle.com	least biased	center	0.0		
news.harvard.edu	least biased	center	0.0		
heritagedaily.com	least biased	center	0.0		
holsteinadvance.com	least biased	center	0.0		
idacountycourier.com	least biased	center	0.0		
indexmundi.com	least biased	center	0.0		
cambridge.org/core/journals/international-organization	least biased	center	0.0		
ipi.media	least biased	center	0.0		
investing.com	least biased	center	0.0		
ipsos.com	least biased	center	0.0		
mlive.com/jackson	least biased	center	0.0		
jaxdailyrecord.com	least biased	center	0.0		
newtondailynews.com/jasper-county-tribune	least biased	center	0.0		
justia.com	least biased	center	0.0		
justicedenied.org	least biased	center	0.0		
kadn.com	least biased	center	0.0		
mlive.com/kalamazoo	least biased	center	0.0		
shawlocal.com/kane-county-chronicle	least biased	center	0.0		
yaktrinews.com	least biased	center	0.0		
kark.com	least biased	center	0.0		
alaskasnewssource.com	least biased	center	0.0		
crossroadstoday.com	least biased	center	0.0		
kbjr6.com	least biased	center	0.0		
siouxlandproud.com	least biased	center	0.0		
wyomingnewsnow.tv	least biased	center	0.0		
kdrv.com	least biased	center	0.0		
shawlocal.com/kendall-county-now	least biased	center	0.0		
myeasternshoremd.com/qa	least biased	center	0.0		
ketk.com	least biased	center	0.0		
blackhillsfox.com	least biased	center	0.0		
cbsaustin.com	right-center	center	1.0		
kezi.com	least biased	center	0.0		
nonstoplocal.com/great-falls-helena	least biased	center	0.0		
kget.com	least biased	center	0.0		
yourcentralvalley.com	least biased	center	0.0		
kgun9.com	least biased	center	0.0		
khits.com	least biased	center	0.0		
yourbigsky.com	least biased	center	0.0		
nonstoplocal.com/spokane	least biased	center	0.0		
myfoxzone.com	least biased	center	0.0		
kiem-tv.com	least biased	center	0.0		
knopnews2.com	least biased	center	0.0		
kion546.com	least biased	center	0.0		
kiowacountysignal.com	least biased	center	0.0		
kiplinger.com	least biased	center	0.0		
kiro7.com	least biased	center	0.0		
kivitv.com	least biased	center	0.0		
8newsnow.com	least biased	center	0.0		
klax-tv.com	least biased	center	0.0		
fox16.com	least biased	center	0.0		
yourbasin.com	least biased	center	0.0		
nbcnebraskascottsbluff.com	least biased	center	0.0		
3newsnow.com	least biased	center	0.0		
nonstoplocal.com/tri-cities-yakima	least biased	center	0.0		
1011np.com	least biased	center	0.0		
koamnewsnow.com	least biased	center	0.0		
kold.com	least biased	center	0.0		
kompas.com	least biased	center	0.0		
fox26houston.com	least biased	center	0.0		
dakotanewsnow.com	least biased	center	0.0		
ksl.com	least biased	center	0.0		
ksnblocal4.com	least biased	center	0.0		
arklatexhomepage.com	least biased	center	0.0		
fox7austin.com	least biased	center	0.0		
nonstoplocal.com/missoula	least biased	center	0.0		
ktnv.com	least biased	center	0.0		
ktsm.com	least biased	center	0.0		
foxla.com	least biased	center	0.0		
webcenterfairbanks.com	least biased	center	0.0		
abc4.com	least biased	center	0.0		
nonstoplocal.com/billings	least biased	center	0.0		
fox44news.com	least biased	center	0.0		
nonstoplocal.com/butte-bozeman	least biased	center	0.0		
abc10.com	least biased	center	0.0		
kyma.com	least biased	center	0.0		
kyoutv.com	least biased	center	0.0		
lahainanews.com	least biased	center	0.0		
thegraphic-advocate.com	least biased	center	0.0		
lakecountypress.news	least biased	center	0.0		
record-bee.com	least biased	center	0.0		
lakegenevanews.net	least biased	center	0.0		
hometownsource.com/sun_thisweek	left-center	leftcenter	-1.0		
lalibre.be	least biased	center	0.0		
lancashiretelegraph.co.uk	least biased	center	0.0		
shawlocal.com/news-tribune	least biased	center	0.0		
shawlocal.com/mywebtimes	least biased	center	0.0		
www2.ljworld.com	least biased	center	0.0		
shawlocal.com/lake-county-journal	least biased	center	0.0		
ogdenreporter.com	least biased	center	0.0		
lebanon-express.com	least biased	center	0.0		
ledroit.com	least biased	center	0.0		
wellingtondailynews.com	least biased	center	0.0		
lesoir.be	least biased	center	0.0		
lexch.com	least biased	center	0.0		
linncountyleader.com	least biased	center	0.0		
lrt.lt/en/news-in-english	least biased	center	0.0		
liveuamap.com	least biased	center	0.0		
logically.ai	least biased	center	0.0		
yourobserver.com/longboat-key	least biased	center	0.0		
lovelycitizen.com	least biased	center	0.0		
macrotrends.net	least biased	center	0.0		
madridregisternews.com	least biased	center	0.0		
mapleridgenews.com	left-center	center	-1.0		
tucsonlocalmedia.com/marana	least biased	center	0.0		
marshallnews.com	least biased	center	0.0		
emountainwave.com	least biased	center	0.0		
mendocinobeacon.com	least biased	center	0.0		
themesatribune.com	least biased	center	0.0		
newsnationnow.com	least biased	center	0.0		
republic-online.com	least biased	center	0.0		
millburysutton.com	least biased	center	0.0		
outlooknewspaper.com	least biased	center	0.0		
montenews.com	least biased	center	0.0		
mooresvilletribune.com	least biased	center	0.0		
shawlocal.com/morris-herald-news	least biased	center	0.0		
flippinonline.com	least biased	center	0.0		
munisingbeacon.com	least biased	center	0.0		
mlive.com/news/muskegon	least biased	center	0.0		
ncnewspress.com	least biased	center	0.0		
newfolks.com	least biased	center	0.0		
newsandnews.com	least biased	center	0.0		
nfn	least biased	center	0.0		
newsnetmedia.com	least biased	center	0.0		
nst.com.my		center	0.0		
northkoreatimes.com	least biased	center	0.0		
yoursun.com/northport	least biased	center	0.0		
northtamatelegraph.com	least biased	center	0.0		
shawlocal.com/northwest-herald	least biased	center	0.0		
ogemawherald.com	least biased	center	0.0		
ontheissues.org	least biased	center	0.0		
openmindmag.org	least biased	center	0.0		
ormondbeachobserver.com	least biased	center	0.0		
osceolaiowa.com	least biased	center	0.0		
oscodaherald.com	least biased	center	0.0		
oxfordmail.co.uk	least biased	center	0.0		
pa.media	least biased	center	0.0		
parkersburgeclipse.com	least biased	center	0.0		
peoriatimes.com	least biased	center	0.0		
plus.maths.org	least biased	center	0.0		
starheraldnews.com	least biased	center	0.0		
politicshome.com	least biased	center	0.0		
pontevedrarecorder.com	least biased	center	0.0		
postvilleherald.com	least biased	center	0.0		
countytimes.co.uk	least biased	center	0.0		
shawlocal.com/prairie-advocate	least biased	center	0.0		
pressreader.com	least biased	center	0.0		
punchbowl.news	least biased	center	0.0		
yoursun.com/puntagorda	least biased	center	0.0		
shawlocal.com/putnam-county-record	least biased	center	0.0		
queencreektribune.com	least biased	center	0.0		
audacy.com	least biased	center	0.0		
rainylakegazette.com	least biased	center	0.0		
